num_factura,fecha_venta,producto,vendedor,cliente,cantidad
1465-38258766,2022-06-13,63,6,1062,57
8966-69501720,2023-02-19,104,22,1970,42
6211-88884120,2023-09-01,19,36,1043,15
6375-47137102,2022-05-25,39,53,850,40
8564-10058769,2022-05-15,67,6,2006,131
9769-51273069,2020-11-20,75,20,1644,9
4150-34279713,2020-12-12,88,22,1768,179
3296-46754361,2023-09-11,31,1,230,125
3140-25835524,2022-10-27,37,59,1512,171
4941-13091628,2021-01-09,24,52,1362,92
4142-42773553,2023-03-21,101,55,829,128
1718-01003369,2023-09-07,84,26,2163,187
2756-22449672,2021-06-08,28,50,1797,2
9588-03345585,2023-01-17,97,48,12,92
6494-24182655,2022-07-19,80,25,2375,195
9077-25048086,2022-02-27,78,48,2130,8
7816-15059964,2022-04-26,20,39,1985,154
9033-27667995,2021-11-09,103,39,1464,94
4024-77072071,2022-01-24,20,22,899,74
1820-60132906,2022-10-05,17,27,2364,177
3573-03165281,2021-03-15,96,3,802,74
0033-50665186,2023-06-20,69,60,443,26
4973-27659765,2021-02-27,50,53,1422,122
4480-74511623,2021-11-05,3,6,349,76
3809-76415981,2020-12-06,39,30,2302,52
3379-23533811,2021-10-07,105,58,2072,155
4394-28184780,2022-04-26,11,65,2100,98
9325-67779024,2021-12-16,15,55,1625,81
5660-00979936,2023-03-24,12,17,1619,175
2708-57769046,2022-12-09,93,17,1739,155
1352-51576039,2022-12-12,30,2,1457,37
0718-77757226,2022-10-12,97,24,1360,16
7884-18701723,2021-02-22,54,36,1092,125
6321-51527093,2023-04-26,99,56,235,36
9238-04100982,2021-10-30,118,52,2247,196
4226-90289832,2021-12-08,90,9,1049,16
3143-67322790,2021-09-16,71,36,2299,84
6638-54742982,2021-06-13,1,5,1909,149
7118-27157759,2022-01-14,14,18,1502,20
3394-73310247,2022-11-15,105,61,18,136
7209-34180587,2022-07-14,76,22,1745,125
9149-31432933,2021-04-29,54,42,2008,19
0936-09824261,2020-10-14,84,48,653,145
6317-98121530,2022-07-24,19,13,1039,31
3652-86233286,2021-11-16,45,61,1979,70
8146-15206275,2023-07-08,72,35,2312,34
2965-04322522,2023-01-16,106,5,142,53
3530-39758981,2023-04-20,16,8,1754,87
6984-47263657,2021-08-25,113,27,1558,31
0362-12084833,2022-10-04,43,62,554,36
6721-29994390,2022-04-19,54,9,689,140
3667-68713631,2021-10-17,76,11,2302,192
6199-61256500,2022-02-11,59,42,908,12
8809-63084119,2023-04-27,79,26,1458,113
1415-19245842,2021-10-04,103,16,397,89
5447-46389865,2022-06-21,114,57,2306,109
7756-58425846,2021-01-27,99,39,771,163
0428-23245029,2023-07-08,31,28,336,45
9671-48090945,2022-03-04,106,13,1651,199
6516-46888899,2022-08-29,116,38,562,176
3264-08462921,2023-08-30,68,55,2086,82
0328-32991898,2022-07-19,83,42,2494,158
3587-92038891,2021-05-14,114,1,249,143
6371-44789441,2021-11-03,91,32,1519,20
4133-08382861,2021-08-31,109,27,104,197
4373-65956951,2021-08-04,108,48,964,124
2324-55194106,2023-08-16,46,34,1818,12
4686-48812414,2023-05-29,83,45,1545,197
0708-96414956,2022-11-21,87,15,405,126
8446-62816617,2023-05-26,93,57,836,102
9484-95367189,2022-01-28,83,38,421,167
1992-44163819,2023-01-21,60,49,470,46
5999-16604718,2022-09-03,59,12,631,166
9518-89282838,2022-12-14,16,2,1021,130
0526-27784160,2023-05-11,61,23,566,129
0383-88666797,2021-04-08,24,31,2331,72
9837-32564092,2023-05-11,41,22,1131,44
8553-38752842,2023-04-20,43,44,1638,97
9118-94608101,2021-12-28,50,16,1360,78
9690-96013985,2022-04-07,96,29,1689,32
8771-79563551,2021-03-09,79,58,451,54
4913-75565512,2021-09-28,71,9,1437,123
5968-24795761,2023-07-31,51,13,579,127
3772-40163309,2022-09-14,20,6,1273,71
9957-39646021,2023-04-17,22,51,241,134
3130-18771590,2022-11-29,55,48,1508,94
4146-03684864,2023-07-21,57,20,1164,72
9419-68494947,2021-02-02,105,15,2271,97
8722-24134389,2022-01-15,34,3,509,3
1272-09290582,2020-11-17,109,1,742,58
1235-20421263,2022-05-12,68,17,329,11
2656-88911349,2023-07-03,17,34,193,92
9434-77895222,2022-11-08,57,20,1719,50
6558-05436371,2023-06-20,55,47,1829,32
6398-65606213,2022-05-20,27,24,2421,191
5009-93661217,2021-09-13,71,63,575,123
0006-72244516,2022-06-30,99,27,1266,142
9474-16410874,2021-02-08,10,1,1540,131
8945-18784182,2021-12-13,29,41,331,108
9684-01906171,2021-06-15,113,29,1998,197
0976-74015074,2022-03-25,111,50,601,56
0556-67194774,2023-07-27,28,40,1287,113
9751-35539899,2023-03-25,12,53,1959,149
2396-45516046,2022-02-26,86,46,1369,62
4700-90158155,2022-09-29,26,20,1757,145
1624-17005854,2023-03-11,69,34,284,117
8664-81612693,2022-05-09,21,34,1142,158
6997-95471724,2022-07-17,105,39,53,141
1310-24706482,2021-09-11,101,16,28,147
6954-47143891,2020-12-15,81,55,2198,194
3717-05231932,2021-01-21,110,49,292,62
0438-59476254,2022-01-03,77,12,900,70
6617-63033833,2022-10-28,83,26,2110,33
2742-75571171,2021-07-13,48,2,2242,195
7428-49490857,2022-04-24,44,16,1709,97
4984-15637591,2020-11-09,80,24,2315,129
5399-32871204,2022-02-23,77,20,22,147
8351-35218392,2021-03-21,3,65,751,34
8824-72182257,2021-05-19,54,51,1748,42
1749-52618257,2021-04-04,84,7,2014,117
2235-57226239,2021-07-02,95,18,1842,149
1878-05859224,2022-05-11,78,18,704,59
2834-56722739,2020-11-24,46,20,190,2
8476-07771469,2022-06-14,7,9,371,2
6558-58398424,2021-11-20,16,13,652,23
3024-58582016,2022-11-23,13,57,1345,161
8228-49101673,2022-12-13,39,20,1790,93
9386-91071532,2021-12-02,40,19,445,43
9860-62991035,2021-06-16,42,26,313,76
7970-28824448,2022-12-24,60,14,2476,181
5756-72563661,2022-06-09,72,31,1580,84
3416-66390107,2021-09-30,27,27,1526,141
3212-43493302,2021-08-31,77,48,1969,8
0906-32872363,2021-04-07,33,9,934,141
0022-18012357,2022-08-27,67,64,1701,132
1446-32839889,2023-04-14,51,6,715,135
3850-25966870,2022-06-17,99,38,680,69
4650-73874821,2022-04-12,43,37,2423,50
5628-17265457,2022-03-17,64,13,488,176
2664-47920346,2022-11-27,55,31,2085,131
3081-72254575,2021-02-16,43,12,1885,51
7466-54277456,2022-11-09,45,57,1384,122
5859-86984551,2021-06-26,79,51,878,10
0983-68073120,2021-03-08,20,23,1207,121
7436-99019178,2022-04-28,113,58,650,190
2257-58066666,2021-01-12,54,34,1044,147
3130-88312743,2021-10-18,87,46,709,165
6245-16510266,2023-06-05,60,28,2058,99
0243-92944993,2021-08-23,29,9,1845,182
2648-46395771,2023-09-01,44,6,2474,105
3538-29656686,2021-05-30,41,30,1389,200
7820-96217878,2022-03-14,79,22,2281,72
4673-59700002,2020-11-25,83,40,1393,31
5786-96398887,2021-03-20,48,41,1917,169
9048-58498773,2022-03-19,112,35,906,163
8443-12685825,2022-08-03,28,36,1210,60
3594-45122730,2022-05-04,99,19,159,141
9948-56267900,2021-01-10,12,25,6,97
9623-72032818,2022-03-16,91,47,524,137
6233-55012197,2021-09-14,14,55,1659,93
2551-46101246,2021-10-23,76,15,65,188
9426-37105629,2022-11-11,16,48,328,103
3005-66834916,2022-08-18,32,27,2294,200
6717-54700109,2022-04-04,103,45,431,42
2702-07450368,2022-09-03,11,8,41,146
6019-45903354,2022-12-09,39,57,252,81
1229-53316863,2023-07-27,8,54,2097,157
7359-56562875,2021-01-20,19,46,1268,143
0664-64497354,2021-12-16,12,56,1270,27
1332-94705258,2021-08-21,43,63,294,149
9857-92741403,2022-11-24,108,35,259,61
3973-18316761,2022-06-05,118,3,2180,191
5767-00472648,2022-03-06,2,20,1482,43
7174-54842723,2021-02-16,4,2,1880,125
1534-50629395,2023-05-04,92,55,892,73
7178-05684249,2023-03-10,77,24,1447,160
2204-58546847,2022-09-27,64,6,2030,23
5349-43627388,2021-12-30,61,24,635,200
0609-96150931,2020-12-29,92,39,1798,100
1782-35757939,2021-04-25,69,26,1676,185
1364-86755013,2021-04-13,111,21,1086,42
3037-68483710,2021-07-03,99,45,440,35
7778-44173019,2021-09-25,64,55,1653,118
8300-25621417,2020-10-21,103,16,785,71
2410-10853244,2020-12-03,82,15,1516,25
8803-10108141,2021-08-26,20,48,753,196
7100-92052850,2022-07-02,67,45,1950,30
9476-75465846,2022-01-27,6,29,1195,27
4170-77751029,2023-02-12,31,33,2193,199
1211-36060360,2021-04-22,12,46,308,7
3053-93372741,2021-08-03,98,2,2387,120
4996-10715915,2023-07-27,11,22,1418,116
6118-62739124,2021-04-29,21,2,1875,25
6135-50132281,2020-11-21,15,5,2012,100
7219-46598474,2021-07-22,55,47,1885,163
2677-28123824,2021-04-25,11,64,860,24
1622-41040968,2022-01-21,69,28,328,99
5758-79078361,2022-05-05,14,16,1077,160
5880-97797079,2020-09-26,65,50,211,31
7817-92145428,2023-01-21,33,13,1719,27
9405-82702562,2022-03-29,3,14,193,111
8415-98471092,2021-12-11,65,16,2492,114
8353-44603788,2023-02-14,37,5,1341,111
5491-78462891,2023-05-09,108,9,1072,96
7996-22833405,2022-01-18,48,25,2092,197
4465-69058527,2021-02-24,118,51,220,68
9976-61103999,2021-08-04,102,57,1477,158
5899-11058585,2022-02-21,53,19,2459,37
0599-15543379,2020-10-23,88,6,1167,74
6735-04698562,2020-09-28,34,49,2321,119
3063-50125345,2022-09-14,23,24,756,198
5918-11663871,2023-08-05,82,43,22,188
9740-01656476,2021-01-27,39,19,1161,114
9865-08150937,2021-08-01,16,27,336,54
4570-66515551,2022-12-27,112,24,8,132
3374-64837099,2021-07-11,65,23,693,167
8305-20390807,2023-09-10,118,38,1502,107
4529-99501590,2023-07-11,38,29,643,9
6587-69702109,2022-10-13,52,4,1871,70
4834-85707248,2022-05-19,90,53,2176,22
4897-37456581,2022-04-05,38,16,2168,146
7917-22385169,2021-12-24,89,44,2031,164
9324-52612783,2021-08-29,29,64,1399,74
9825-98233447,2020-12-21,2,54,704,51
9462-26300293,2020-12-27,38,24,2235,69
2996-14164904,2023-05-18,56,44,263,53
0151-02705941,2023-03-15,6,55,677,147
4794-61629855,2022-12-30,86,26,718,122
5811-01292930,2021-04-25,24,59,1076,188
5669-55103342,2020-11-22,58,24,741,163
0665-66480597,2023-09-14,62,36,1364,59
2873-51318419,2021-10-18,18,64,1725,168
5115-63534897,2020-12-07,114,9,2382,90
6849-25069489,2022-10-07,39,6,798,150
2279-18771789,2021-11-11,38,41,2251,105
6194-25325930,2023-02-27,105,20,670,60
5829-05781026,2023-06-09,44,32,2001,95
9725-33991418,2023-02-18,108,10,324,46
6760-46729077,2022-10-25,99,65,1150,22
2339-69854741,2020-10-12,59,7,342,189
8968-13000444,2022-02-10,101,20,1307,34
6141-86818185,2020-12-10,17,40,1855,82
7373-32502979,2022-07-19,58,34,2270,54
0019-62235860,2023-06-30,92,41,1878,150
9488-00685149,2021-06-27,108,8,1070,23
7376-02099991,2023-03-27,3,36,490,164
9398-79136283,2021-11-23,23,2,1203,123
6533-92891496,2023-07-08,50,24,438,19
2954-26725644,2021-12-10,102,47,192,185
6430-15653617,2022-11-21,73,57,2166,168
2887-04012117,2022-12-08,119,16,228,87
3549-34827811,2021-02-24,90,14,2414,110
6703-04093976,2023-06-28,82,40,1221,14
9073-24825194,2022-01-26,79,55,1935,112
1864-44915090,2021-09-11,111,4,978,79
9138-51985488,2023-03-10,92,60,1961,71
0987-90751299,2023-07-05,28,8,1489,134
0608-88087445,2022-04-28,44,41,2389,122
5333-27234986,2023-07-10,71,39,2310,11
1994-51032781,2022-05-03,54,65,1508,167
4976-64176511,2021-05-14,20,64,1224,39
1559-84652204,2022-06-26,60,33,1158,133
4464-56786324,2021-05-31,49,42,964,173
6536-44619602,2023-02-21,98,10,2036,166
7185-12218799,2023-08-09,29,65,2209,54
4735-81476249,2022-09-16,47,21,1948,164
6482-21644829,2022-03-09,108,58,427,186
0530-94601423,2023-03-01,92,39,2192,174
8294-93112956,2020-12-01,73,62,2276,125
3735-05776037,2021-11-29,12,26,335,153
6616-26085388,2021-06-09,75,31,1199,61
9812-13724296,2022-12-21,29,55,1140,144
2430-96701780,2023-05-07,110,30,421,192
4512-34189026,2021-04-25,4,6,162,29
8529-49265032,2022-10-16,7,24,1714,96
2674-69025445,2023-05-05,19,18,380,70
9229-23427113,2021-09-28,71,36,983,15
3908-18986309,2023-04-22,44,51,1045,85
8649-30167334,2023-04-28,76,52,369,18
2902-40857149,2021-08-13,110,26,1257,77
7484-76966168,2021-02-25,17,26,1918,154
7581-95297296,2021-10-10,100,20,911,92
3664-02992847,2023-05-28,64,26,1311,111
3390-21932002,2022-02-11,108,44,1906,137
5846-48059199,2021-01-06,8,49,843,46
9454-92157813,2020-12-04,64,32,2500,21
0299-61475754,2021-06-09,110,29,948,173
2864-11889035,2022-08-21,49,1,141,30
6531-93519793,2020-11-08,119,46,927,110
9943-48861762,2022-10-04,21,55,2275,197
5749-82930676,2020-12-31,92,29,1132,195
7858-42876139,2023-04-15,93,40,304,2
3493-84490738,2023-07-26,4,52,600,43
9536-57126105,2021-08-19,98,19,1533,199
8148-84841931,2022-05-13,20,62,1028,103
7507-97965030,2021-11-20,108,34,1609,110
1246-58376883,2023-07-09,116,30,1592,22
5282-39897833,2022-08-30,54,3,647,51
3707-86702735,2020-12-25,32,41,640,6
5716-32677787,2022-02-27,86,60,1905,147
7126-99032231,2022-10-02,114,34,147,62
0373-14348390,2023-07-23,17,50,84,104
9307-79868369,2021-01-31,46,37,2136,156
3703-25147386,2023-02-17,12,54,1275,57
1629-09893807,2021-03-21,95,39,2028,101
0604-82214338,2022-07-24,62,41,229,12
7103-42910396,2023-01-31,48,52,1700,85
6262-95066495,2021-09-24,54,20,885,10
9829-46078132,2022-08-12,34,15,2439,159
5775-01959255,2023-05-02,107,10,1600,68
4324-71149434,2022-05-30,65,26,90,73
1623-69995853,2021-04-01,93,45,2232,3
3263-08567797,2023-06-23,64,28,2123,9
4874-85230272,2022-12-29,94,31,1932,125
6605-40189717,2021-04-27,115,50,1512,18
0689-44201154,2021-06-13,60,44,1616,179
1410-96622594,2021-09-23,6,11,1892,91
7479-09739975,2020-11-14,10,36,528,189
9933-46826951,2021-06-01,52,20,394,197
9334-56439154,2023-03-21,102,49,484,76
9557-92568588,2021-03-14,106,30,1728,67
2581-97776023,2020-10-14,103,60,1136,80
8737-62918770,2021-04-09,116,47,420,17
9014-22523650,2022-03-05,87,13,1933,42
5020-37723023,2023-01-11,21,60,320,185
1920-64416051,2022-07-19,35,30,942,115
1270-07151737,2022-05-12,103,12,2056,78
6341-79614906,2022-11-25,65,11,1479,177
7747-92177832,2023-01-21,76,5,1447,190
3149-66137164,2022-01-07,62,59,1605,98
4906-89609049,2020-11-29,113,64,305,143
5407-04285962,2022-07-25,95,50,1168,21
5709-46229663,2021-02-25,41,28,35,79
0783-70607079,2021-09-26,79,39,92,175
1987-04734948,2022-03-21,103,4,1441,141
0598-01606449,2021-12-20,105,8,1376,162
9825-29046021,2022-10-31,63,62,940,179
2076-86756807,2023-03-08,76,52,2024,73
3781-69993088,2023-03-29,55,65,1871,22
4826-07744864,2022-02-04,106,26,360,143
9952-44382121,2023-02-20,64,43,415,132
9220-85648291,2023-04-17,105,42,341,197
6912-93907033,2021-08-26,21,39,2275,94
6748-79821262,2021-07-08,64,64,484,25
8861-44248610,2022-07-02,99,59,444,30
1804-87909210,2023-07-05,112,47,2372,171
5359-09572862,2021-11-21,13,27,2082,193
2007-73899370,2021-04-08,37,39,845,183
3336-80837061,2023-03-28,54,38,44,194
5139-96172488,2023-01-12,20,50,923,135
2020-55881889,2021-06-09,119,24,230,99
2846-37400312,2023-05-12,69,27,781,117
7742-09274431,2022-07-01,94,3,1751,44
6501-94447903,2022-11-13,92,37,2375,106
3977-79478212,2020-11-29,103,43,2258,39
0403-28457403,2022-09-17,100,50,1237,68
2023-38987047,2022-02-09,49,46,2304,86
1467-60099122,2021-12-18,107,32,2366,51
4240-06347350,2021-08-16,27,65,1258,96
4934-42623136,2022-07-17,58,45,950,76
9897-11933418,2023-08-22,32,6,1101,77
8093-37449535,2023-06-08,105,63,931,163
8919-78963062,2023-05-31,64,44,68,149
2670-32204775,2021-11-14,3,1,373,160
8676-04179373,2022-03-14,81,32,1602,174
6545-13928584,2022-12-03,36,50,2236,106
6988-03065331,2022-04-16,18,31,2162,18
1225-77199971,2021-12-25,99,45,1570,40
1810-95270469,2022-10-10,33,50,121,84
5237-07095430,2023-08-21,7,30,2206,111
6642-24995684,2020-11-30,71,25,311,14
1338-27618510,2023-05-08,7,30,1832,67
3053-59470517,2023-08-21,85,9,597,69
3115-56606035,2022-03-23,42,12,313,47
0994-01466991,2023-05-18,51,37,1358,129
2291-45761052,2023-03-04,112,20,2234,112
8206-87984097,2020-10-29,71,63,1187,127
1376-53587103,2022-10-07,102,53,232,200
0953-56093287,2023-04-12,56,42,1661,166
5859-90512097,2021-11-30,38,8,1505,180
2892-41179323,2020-12-28,73,28,923,73
9774-74636538,2022-04-13,59,50,614,56
0784-06258559,2020-10-22,104,51,1948,153
8154-09973589,2022-09-17,107,53,1734,77
1475-75095544,2023-07-28,82,5,437,152
5008-95777605,2023-03-18,46,61,1655,189
0190-13801559,2023-01-21,40,52,1093,55
1934-96174171,2020-11-17,8,28,1789,58
0738-29240962,2022-06-13,37,25,645,166
3134-27028325,2020-10-28,19,64,2032,36
1925-39926864,2021-02-23,95,63,785,83
8921-03744156,2022-11-20,91,58,170,122
7670-35803150,2021-08-21,80,26,2481,156
0737-83490133,2021-09-02,76,2,875,29
2958-58006261,2020-09-24,98,26,1648,5
8855-89405172,2022-11-22,4,52,2287,69
1533-89681610,2021-07-07,76,24,1420,68
4064-07772742,2023-09-15,115,43,109,116
3008-55112922,2022-04-14,94,55,1560,9
6554-20620471,2021-07-04,103,8,872,189
7888-81245130,2021-10-17,33,61,1734,194
4990-62066499,2022-09-13,46,47,119,181
9180-04593432,2021-04-01,118,40,563,163
8580-95860390,2022-07-29,16,1,73,164
5174-76088609,2022-10-02,80,25,2159,160
4134-69577580,2022-05-31,91,54,1400,81
7887-45159262,2021-09-13,107,31,691,17
2572-30010591,2022-05-01,14,22,143,95
4529-90567945,2021-05-08,2,35,1294,12
4702-39122719,2023-04-28,98,56,2232,120
5366-18776364,2023-07-27,55,7,1915,23
7677-32614267,2022-03-13,90,3,1621,49
1286-97815703,2021-08-11,91,6,2019,45
5741-23336823,2022-03-10,49,13,883,179
8390-49850071,2021-11-02,29,17,1140,96
3396-43625744,2021-01-27,39,5,557,6
1014-27979687,2022-07-18,114,47,2392,82
3840-39593801,2023-07-12,103,65,437,12
9593-52273462,2021-03-04,17,35,2494,165
8794-99941191,2021-02-21,58,64,1828,85
9307-02322868,2022-08-25,57,45,229,102
0142-64193582,2023-01-26,40,52,1582,91
0183-64456812,2023-07-16,22,33,1032,172
1370-64764717,2023-06-16,57,20,498,33
0513-09725336,2023-04-25,42,51,1098,143
6294-14893696,2020-11-01,11,48,1347,152
0599-51990626,2022-03-30,78,46,1645,106
3775-16307885,2023-05-21,27,7,724,22
5166-09645436,2020-09-21,84,34,22,135
2816-88155261,2022-04-17,61,8,1768,87
8956-93324626,2022-02-08,102,18,1670,124
5386-88451891,2022-06-14,22,23,687,72
0654-12396011,2022-03-13,3,10,1048,10
0435-69554471,2022-09-02,79,58,577,90
0775-42375205,2021-12-15,38,20,2434,150
7785-96203188,2022-05-28,81,10,602,107
9106-77190562,2020-12-04,103,13,224,50
9080-87809627,2021-11-25,92,39,1870,79
4162-04871481,2021-11-10,68,33,603,74
1902-27066503,2023-01-21,66,23,1101,111
4669-81083870,2022-04-13,100,28,455,143
1551-91610571,2022-04-23,56,18,182,99
5398-82790044,2022-02-03,47,29,2494,18
1480-87782500,2023-03-14,66,41,43,194
7919-78349342,2021-01-16,107,51,1097,127
4141-09331023,2021-06-17,7,37,1724,122
3424-14461766,2020-12-19,84,26,149,139
0082-35158006,2023-01-25,60,15,2154,110
1458-76493175,2023-08-07,38,1,66,108
0920-73082682,2021-03-11,56,27,1993,183
8837-62445813,2022-10-20,39,14,1155,109
0091-58340458,2023-07-31,79,34,1124,172
2806-36686028,2023-05-28,46,65,601,66
8159-48251736,2023-07-15,86,13,357,16
9459-69767524,2023-08-27,19,6,1236,153
6061-31264940,2023-04-13,77,36,2114,26
5798-01355353,2021-11-08,40,51,413,6
8744-41163120,2022-09-21,23,9,2310,173
7550-03551012,2021-10-31,25,40,446,168
7080-76118020,2022-05-20,48,58,2128,189
1481-00394071,2021-07-04,109,37,2014,146
2883-12571859,2021-08-15,93,2,1526,7
6372-41517458,2023-08-26,55,15,2426,200
1287-87858286,2022-03-13,88,26,1749,134
5306-45862488,2023-07-22,16,63,1690,42
1199-08937305,2022-06-24,68,28,1988,191
1140-73997750,2022-02-04,24,50,892,105
0395-93178247,2021-12-14,4,19,845,115
7440-28239331,2022-11-05,81,60,400,37
8549-91573353,2021-01-28,90,29,1205,179
0176-73253776,2023-02-13,70,17,1591,197
7168-24732023,2021-02-18,57,58,1157,155
6501-04070952,2020-12-08,28,19,363,1
7851-51352247,2023-01-30,57,36,918,76
5288-51638998,2023-04-14,61,39,1836,14
6676-66490909,2020-11-15,76,57,177,75
8330-63241204,2022-03-05,11,14,2158,109
3093-97159904,2023-04-16,36,20,640,18
9652-34482261,2021-01-18,20,28,2013,149
0148-47870358,2021-06-16,88,18,2003,123
9674-39591460,2021-01-19,108,21,182,164
4524-69315767,2020-11-29,87,33,521,93
9412-99712220,2021-07-29,91,41,1094,8
4510-38617253,2023-02-11,114,22,961,138
1810-27933096,2021-12-07,93,29,335,113
2408-91296019,2021-03-21,10,10,247,94
8831-33734712,2021-09-11,36,30,967,41
3424-69188948,2023-01-30,29,51,1565,192
5036-42150635,2022-12-15,44,50,1354,166
3432-38121806,2022-10-25,49,5,1274,180
3252-85758959,2023-09-08,11,53,1225,85
3995-55527463,2023-07-26,43,60,355,19
3051-10292644,2021-03-07,33,38,591,160
5186-41808416,2021-07-04,115,24,1269,44
8769-77242530,2021-07-17,33,48,1881,51
1493-38160604,2021-04-25,57,42,1764,176
6311-99677578,2023-06-22,46,10,2215,178
7754-98573819,2022-07-24,59,65,1478,182
1520-07298434,2020-10-26,28,43,1713,189
9683-53078017,2021-09-04,90,32,665,176
1834-13673251,2021-10-15,89,35,859,14
4550-86338431,2022-11-21,36,57,424,127
5001-48633885,2023-09-07,68,33,131,163
4303-46242240,2022-07-28,20,9,1165,21
1283-89557350,2022-10-08,51,58,943,87
8193-87084167,2021-02-25,53,8,2390,112
0255-01063612,2021-04-28,107,2,810,138
3210-61646032,2020-10-13,72,39,969,153
6464-89827176,2023-01-18,97,46,45,158
6802-05644755,2021-11-30,108,38,2270,79
4313-68221715,2023-01-05,51,6,1966,34
5795-79390270,2021-01-29,105,27,2340,42
5280-36498243,2020-10-13,17,45,1176,33
8571-83926274,2021-04-14,113,62,677,95
2126-18822349,2023-09-07,54,58,690,48
4235-82157632,2020-11-19,21,48,1724,71
7802-25497711,2022-01-04,114,40,1920,133
0727-22085546,2023-06-04,3,36,2065,78
2180-51937809,2021-08-30,4,54,1428,142
3190-69244335,2020-09-18,65,41,723,122
4427-50405874,2022-10-15,54,27,1904,45
0210-39789223,2023-08-10,34,14,1527,15
3318-86925051,2021-07-06,76,14,572,197
9463-36300943,2023-07-01,62,22,2306,11
1162-74509667,2020-09-27,68,65,11,112
8396-13897090,2021-04-29,45,3,1466,120
1924-70306812,2022-05-22,14,22,943,154
0555-56771699,2021-05-06,28,48,193,110
8400-52055976,2022-11-24,54,62,1086,184
2335-44047865,2021-08-13,63,16,520,196
9549-42902687,2021-06-29,107,19,930,166
6513-66302448,2022-11-29,52,8,1415,107
5378-06183134,2022-09-01,80,2,1672,147
0246-40710030,2021-07-28,80,37,984,52
6061-72524378,2022-03-27,109,63,7,127
5894-15996545,2020-09-26,67,32,2027,159
0951-30716336,2021-05-21,6,1,1149,4
6581-91976148,2021-09-08,64,35,640,110
9928-69465964,2022-06-25,6,40,390,174
8632-04505498,2021-08-01,108,5,2175,140
9565-62162232,2023-08-03,86,5,1460,170
3088-59624209,2022-04-09,51,45,271,14
4427-07690470,2020-11-03,14,64,441,190
1101-55848756,2020-11-02,118,64,1399,96
8332-37756288,2022-01-03,19,4,337,134
4493-12224266,2021-11-05,63,2,1978,192
9225-20641404,2020-10-04,14,36,1044,196
6492-59272460,2022-04-21,100,39,1004,186
2678-95524909,2022-03-22,50,26,1400,39
5569-40231357,2023-09-12,91,4,441,59
1081-13679206,2022-05-14,37,58,1723,168
9047-90503961,2023-04-11,59,45,1900,136
7123-67554991,2022-06-30,117,16,815,121
0772-60515531,2023-08-04,108,27,256,174
4958-75504273,2022-01-18,4,6,703,24
2791-66082831,2022-09-08,86,4,524,178
0723-48479335,2022-09-22,60,26,838,127
4096-07725900,2022-08-22,28,44,1135,114
1608-38023607,2022-06-13,51,3,1649,50
8733-52869982,2021-08-14,83,40,1249,40
9545-49809677,2021-07-13,16,29,1928,117
5557-00505301,2020-12-21,100,5,887,76
5550-52919673,2023-05-20,112,24,774,177
4699-33259595,2022-12-29,119,29,1393,89
8658-08165293,2023-09-08,41,4,886,22
3080-90484022,2022-05-20,110,6,1504,112
8148-62228490,2021-10-28,68,4,1400,103
8596-64034022,2022-05-02,108,57,952,113
4302-55295545,2021-11-15,85,18,36,110
0381-67329362,2021-02-23,45,41,1860,165
5491-92018588,2020-11-30,53,23,2093,109
6606-70330483,2021-03-28,39,9,330,25
4796-25354381,2021-11-02,22,48,945,28
4185-18766151,2023-04-15,71,28,2318,101
7341-25483701,2022-07-08,60,39,930,87
8781-62402582,2021-08-19,59,2,865,60
5167-45112695,2021-03-10,68,62,1449,116
0310-08562527,2022-07-08,105,53,518,16
3370-15090897,2021-03-28,9,29,650,108
1543-07540924,2022-01-03,106,25,1199,55
2390-57380032,2022-11-12,73,43,405,151
5758-22389586,2021-07-21,40,23,91,41
9376-53302519,2021-02-17,1,50,1649,164
0980-81558685,2021-11-01,22,34,589,126
0651-03622456,2023-01-31,21,30,1145,117
9839-49896613,2023-06-27,52,17,914,168
8458-31203055,2022-09-12,79,64,532,162
2727-89001618,2022-07-10,38,47,2270,179
1594-01208796,2023-05-13,9,54,486,87
9577-03349718,2020-09-24,17,48,679,58
1276-72643399,2022-06-08,40,36,1822,38
7123-49870932,2023-02-10,103,20,1966,96
0452-98870247,2022-10-26,86,57,211,140
1387-45203199,2023-01-09,11,4,1569,127
0147-88378305,2023-09-05,96,4,1174,191
9729-07898399,2021-06-02,27,27,1828,148
4691-64396423,2023-09-11,49,47,2405,121
7957-34331988,2020-12-06,45,9,1222,110
1398-43719789,2021-08-28,69,8,885,199
5539-10383363,2022-10-03,98,30,1738,186
8446-79358009,2022-09-29,37,36,2187,96
0021-74082130,2020-12-28,86,43,158,114
5742-95079606,2022-01-17,66,15,124,193
4153-73842501,2021-05-21,18,51,186,191
0300-11596918,2022-04-29,119,8,1827,110
2364-34652807,2021-05-16,85,28,91,140
2642-53028011,2021-03-14,88,21,139,84
0004-78265886,2021-05-14,35,26,573,115
5247-36037209,2021-02-04,69,51,1191,35
3075-22026597,2023-09-12,61,49,1021,127
2875-54608918,2023-01-09,81,20,830,164
0322-77325517,2021-03-08,75,59,855,96
1195-81526679,2022-01-27,117,51,1471,155
4270-34923279,2023-02-21,106,38,626,162
7580-89956251,2021-05-15,93,48,696,109
1359-45686939,2022-08-08,9,28,243,199
4391-98533664,2023-02-14,119,34,2389,183
4660-39408808,2023-01-15,89,3,114,141
